Caja Nº;Materia Prima;Trazabilidad;Lote;Fecha de Ingreso;Observaciones
6;Lecitina de soja;10231;B56005196;4/5/2023;
6;Azucar Comun Tipo A;10235;120223;4/5/2023;
6;Azucar Comun Tipo A;10237;13/2/2023;5/5/2023;
6;Sal Fina;10239;24/4/2028;5/5/2023;TIMBO
6;Trozos de Maíz desgerminados;10248;BBG 044/23;7/5/2023;
6;Trozos de Maíz desgerminados;10251;69;8/5/2023;
6;Azucar Comun Tipo A;10258;130223;9/5/2023;
6;Azucar Comun Tipo A;10265;17/3/2023;10/5/2023;
6;Avena instantánea;10270;GRA82113;10/5/2023;
7;Trozos de Maíz desgerminados;10283;73;14/5/2023;
6;Azucar Comun Tipo A;10287;20/4/2023;15/5/2023;
7;Azucar Comun Tipo A;10288;24/3/2023;16/5/2023;
7;Azucar Comun Tipo A;10290;2/4/2023;17/5/2023;
7;Esencia Natural de Caramelo;10292;10350047;17/5/2023;
7;Trozos de Maíz desgerminados;10293;75;17/5/2023;
7;Trozos de Maíz desgerminados;10294;HOMA 074;17/5/2023;
6;Azucar Comun Tipo A;10299;17/3/2023;18/5/2023;
7;Coco Rallado;10301;DTC/110-11/22;19/5/2023;
7;Trozos de Maíz desgerminados;10302;77;22/5/2023;
7;Glucosa;10232;170423;4/5/2023;
7;Trozos de Maíz desgerminados;10263;HOMA 074;9/5/2023;
7;Trozos de Maíz desgerminados;10304;BBG 050/23;22/5/2023;
7;Extracto de Malta en polvo;10305;2,22E+11;22/5/2023;
7;Azucar Comun Tipo A;10309;16/3/2023;24/5/2023;
7;Azucar Comun Tipo A;10315;5/4/2023;29/5/2023;
7;Esencia de Miel Liquida;10316;BU00268688;29/5/2023;
7;Lecitina de soja;10321;B560005196;30/5/2023;
7;Miel de abejas;10323;9801;31/5/2023;
7;Glucosa;10324;230523;31/5/2023;
7;Azucar Comun Tipo A;10327;5/4/2023;2/6/2023;
7;Azucar Comun Tipo A;10329;29-30/05/2023;5/6/2023;
7;Trozos de Maíz desgerminados;10331;79;7/6/2023;
7;Trozos de Maíz desgerminados;10334;HOMA 074;7/6/2023;
7;Coco Rallado;10337;11006V1/001-2600;8/6/2023;
7;Avena instantánea;10338;7623;8/6/2023;
7;Sal Fina;10342;5-10483;12/6/2023;
7;Trozos de Maíz desgerminados;10343;80;12/6/2023;
7;Trozos de Maíz desgerminados;10345;81;13/6/2023;
7;Trozos de Maíz desgerminados;10348;82;14/6/2023;
7;Trozos de Maíz desgerminados;10349;HOMA 074;14/6/2023;
7;Trozos de Maíz desgerminados;10350;83;15/6/2023;
8;Glucosa;10351;10623;15/6/2023;
7;Glucosa;10352;90623;15/6/2023;
7;Coco rallado;10354;DTC/110-11/22;16/6/2023;
8;Azucar Comun Tipo A;10356;230523;21/6/2023;
8;Miel de abejas;10359;9835;21/6/2023;
8;Glucosa;10358;160623;21/6/2023;
8;Laox 300;10361;26230523B1;21/6/2023;
8;Coco Rallado;10365;11006V1/001-2600;22/6/2023;
8;Trozos de Maíz desgerminados;10367;84;22/6/2023;
8;Avena tradicional;10369;16323;23/6/2023;
8;Esencia Natural de Caramelo;10370;10350048;23/6/2023;
8;Azucar Comun Tipo A;10371;L060623;26/6/2023;
8;Azucar Comun Tipo A;10371;L070623;26/6/2023;
8;Trozos de Maíz desgerminados;10373;85;26/6/2023;
8;Azucar Comun Tipo A;10374;6/6/2023;26/6/2023;
8;Trozos de Maíz desgerminados;10376;86;27/6/2023;
8;Trozos de Maíz desgerminados;10377;87;27/6/2023;
8;Trozos de Maíz desgerminados;10380;88;28/6/2023;
8;Azucar Comun Tipo A;10384;06-07/06/2023;28/6/2023;
8;Miel de abejas;10385;;28/6/2023;
8;Avena instantánea;10386;16523;29/6/2023;
8;Azucar Comun Tipo A;10390;6/6/2023;29/6/2023;
8;Coco Rallado;10391;11006V1/001-2600;29/6/2023;
8;Trozos de Maíz desgerminados;10393;89;30/6/2023;
8;Trozos de Maíz desgerminados;10394;90;30/6/2023;
8;Trozos de Maíz desgerminados;10397;91;3/7/2023;
8;Azucar Comun Tipo A;10403;01-02/07/2023;7/7/2023;
8;Trozos de Maíz desgerminados;10404;86;7/7/2023;
8;Miel de abejas;10406;9863;10/7/2023;
8;Azucar Comun Tipo A;10408;170623;11/7/2023;
9;Trozos de Maíz desgerminados;10410;97;11/7/2023;
8;Azucar Comun Tipo A;10413;17/6/2023;13/7/2023;
9;Antioxidante Laox 300;10418;26130723B1;17/7/2023;
9;Azucar Comun Tipo A;10426;L070723;24/7/2023;
9;Trozos de Maíz desgerminados;10414;HOMA 075;13/7/2023;
9;Trozos de Maíz desgerminados;10423;BB6 064/23;20/7/2023;
9;Coco Rallado;10424;11006 v1;20/7/2023;
9;asa CARAMELO;10425;10350049;21/7/2023;
9;Miel de abejas;10422;9894;20/7/2023;
9;Glucosa;10421;140723;20/7/2023;
9;Extracto de Malta en polvo;10431;2,22E+11;26/7/2023;
9;Trozos de Maíz desgerminados;10432;BBG 066/23;26/7/2023;
9;Trozos de Maíz desgerminados;10433;BBG 065/23;26/7/2023;
9;Trozos de Maíz desgerminados;10434;100;26/7/2023;
9;Trozos de Maíz desgerminados;10436;101;27/7/2023;
9;Azucar Comun Tipo A;10437;9/7/2023;27/7/2023;
9;Azucar Comun Tipo A;10438;9/7/2023;27/7/2023;
9;Avena instantánea;10439;25/23 - INS;27/7/2023;
9;Trozos de Maíz desgerminados;10440;102;31/7/2023;
9;Azucar Comun Tipo A;10441;150723;31/7/2023;
9;Avena tradicional;10442;23202;1/8/2023;
9;Trozos de Maíz desgerminados;10444;103;1/8/2023;
9;Azucar Comun Tipo A;10446;16/7/2023;2/8/2023;
9;Trozos de Maíz desgerminados;10448;104;2/8/2023;
9;Azucar Comun Tipo A;10449;;2/8/2023;
9;Azucar Comun Tipo A;10450;16/7/2023;3/8/2023;
9;Avena 900 Micras;;08/23 TRA ;3/8/2023;
10;Trozos de Maíz desgerminados;10451;105;3/8/2023;
9;Avena Arrollada Instantánea;10453;20323;3/8/2023;
10;Trozos de Maíz desgerminados;10463;BBG 068/23;7/8/2023;
9;Lecitina de soja;10465;B550005307;8/8/2023;
9;Azucar Comun Tipo A;10469;150723;10/8/2023;
9;Azucar Comun Tipo A;10475;150723;11/8/2023;
9;Azucar Comun Tipo A;10477;150723;15/8/2023;
9;Trozos de Maíz desgerminados;10478;70;16/8/2023;
9;Trozos de Maíz desgerminados;10479;107;17/8/2023;
9;Glucosa;10482;310723;18/8/2023;
9;Glucosa;10483;40823;18/8/2023;
10;Trozos de Maíz desgerminados;10484;108;22/8/2023;
10;Miel de abejas;10488;9938;22/8/2023;
10;Antioxidante Laox 300;10491;26160823B1;22/8/2023;
10;Trozos de Maíz desgerminados;10492;109;23/8/2023;
10;Trozos de Maíz desgerminados;10497;110;24/8/2023;
10;Trozos de Maíz desgerminados;10506;111;29/8/2023;
10;Trozos de Maíz desgerminados;10507;112;29/8/2023;
10;Trozos de Maíz desgerminados;10508;HOMA 075;29/8/2023;
10;Trozos de Maíz desgerminados;10511;113;30/8/2023;
10;Trozos de Maíz desgerminados;10515;114;31/8/2023;
10;Coco Rallado;10516;11006v1/001-2600;31/8/2023;
10;Azucar Comun Tipo A;10517;70823;1/9/2023;
10;Aroma a miel;10520;BU00280878;4/9/2023;
10;Arándanos Deshidratados;10522;56800019423;4/9/2023;
10;Extracto de Malta en polvo;10523;250150;4/9/2023;
10;Azucar Comun Tipo A;10525;310823;5/9/2023;
10;Trozos de Maíz desgerminados;10526;115;5/9/2023;
10;Avena tradicional;10528;32/23-TRA;6/9/2023;
10;Trozos de Maíz desgerminados;10530;116;6/9/2023;
10;Trozos de Maíz desgerminados;10531;117;7/9/2023;
10;Avena tradicional;10534;32471/32481;8/9/2023;
10;Trozos de Maíz desgerminados;10535;118;11/9/2023;
10;Almendras enteras;10539;3500;1/8/2023;
10;Trozos de Maíz desgerminados;10542;BBG076/23;14/9/2023;
11;Trozos de Maíz desgerminados;10543;121;14/9/2023;
10;Glucosa;10546;250823;15/9/2023;
10;Glucosa;10547;10923;15/9/2023;
10;Glucosa;10548;140923;15/9/2023;
11;Azucar Comun Tipo A;10550;190823;18/9/2023;
11;Trozos de Maíz desgerminados;10551;BBG077/23;18/9/2023;
11;Lecitina de soja;10553;B560005196;19/9/2023;
11;Lecitina de soja;10554;B560005197;19/9/2023;
10;Coco Rallado;10562;;19/9/2023;
11;Azucar Comun Tipo A;10574;110923;21/9/2023;
11;Azucar Comun Tipo A;10576;190823;21/9/2023;
11;Trozos de Maíz desgerminados;10569;123;20/9/2023;
11;Trozos de Maíz desgerminados;10578;10578;23/9/2023;
11;Trozos de Maíz desgerminados;10558;122;20/9/2023;
11;Azucar Comun Tipo A;10583;200823;26/9/2023;
11;Trozos de Maíz desgerminados;10586;BBG 079/23;28/9/2023;
11;Azucar Comun Tipo A;10593;20-21/08/2023;2/10/2023;
11;Trozos de Maíz desgerminados;10596;125;3/10/2023;
11;Trozos de Maíz desgerminados;10601;126;4/10/2023;
11;Avena instantánea;10604;26323;4/10/2023;
11;Trozos de Maíz desgerminados;10605;HOMA 076;5/10/2023;
11;Trozos de Maíz desgerminados;10606;128;5/10/2023;
11;Trozos de Maíz desgerminados;10607;127;5/10/2023;
11;Sal Fina;10608;5-10681;6/10/2023;
11;Avena Arrollada Tradicional;10614;GRA82506;9/10/2023;
11;Trozos de Maíz desgerminados;10617;130;10/10/2023;
11;Trozos de Maíz desgerminados;10619;129;10/10/2023;
11;Glucosa;10620;;10/10/2023;
11;Trozos de Maíz desgerminados;10623;132;11/10/2023;
11;Azucar Comun Tipo A;10631;100923;18/10/2023;
11;Glucosa;10632;171023;18/10/2023;
11;Miel de abejas;10633;10058;18/10/2023;
11;Coco Rallado;10642;230880-1;19/10/2023;
12;Avena instantánea;10649;GRA82749;19/10/2023;
12;Azucar Comun Tipo A;10650;90923;20/10/2023;
11;Trozos de Maíz desgerminados;10651;BBG083/23;20/10/2023;
12;Trozos de Maíz desgerminados;10654;HOMA 076;23/10/2023;
11;Trozos de Maíz desgerminados;10655;136;23/10/2023;
12;Azucar Comun Tipo A;10657;2/9/2023;23/10/2023;
12;Trozos de Maíz desgerminados;10658;BBG 083/23;23/10/2023;
12;Trozos de Maíz desgerminados;10661;137;24/10/2023;
12;Avena Arrollada Tradicional;10662;27923;24/10/2023;
12;Azucar Comun Tipo A;10663;20923;25/10/2023;
12;Trozos de Maíz desgerminados;10663;20923;25/10/2023;
12;Azucar Comun Tipo A;10666;20102311;25/10/2023;
12;Almendras Enteras con Piel;10667;15665/2023;25/10/2023;
12;Trozos de Maíz desgerminados;10664;138;25/10/2023;
12;Trozos de Maíz desgerminados;10668;139;26/10/2023;
12;Trozos de Maíz desgerminados;10671;140;30/10/2023;
12;Esencia de Miel Liquida;10672;BU00280878;30/10/2023;
12;Trozos de Maíz desgerminados;10674;BBG085/23;31/10/2023;
12;Trozos de Maíz desgerminados;10675;141;31/10/2023;
12;Trozos de Maíz desgerminados;10676;HOMA 076;1/11/2023;
12;Frutilla deshidratada;10677;5820029723;1/11/2023;
12;Ciruela Deshidratada;10678;84129823;1/11/2023;
12;Trozos de Maíz desgerminados;10679;BBG086/23;2/11/2023;
12;Azucar Comun Tipo A;;;2/11/2023;San Geronimo
12;Avena tradicional;10680;42/23-TRA;3/11/2023;
12;Trozos de Maíz desgerminados;10683;142;6/11/2023;
12;Trozos de Maíz desgerminados;10684;143;6/11/2023;
12;Azucar Comun Tipo A;10687;L190923;7/11/2023;
12;Trozos de Maíz desgerminados;10693;144;7/11/2023;
12;Azucar Comun Tipo A;10693;19/8/2023;7/11/2023;
12;Trozos de Maíz desgerminados;10695;145;8/11/2023;
12;Trozos de Maíz desgerminados;106957;146;9/11/2023;1 Gorgojo vivo 
12;Trozos de Maíz desgerminados;10669;147;13/11/2023;
12;Azucar Comun Tipo A;10703;26/6/2023;14/11/2023;
13;Azucar Comun Tipo A;10706;19/08-02/09/2023;14/11/2023;
12;Trozos de Maíz desgerminados;10714;BBG 089/23;15/11/2023;
13;Avena Arrollada Tradicional;10716;31323;15/11/2023;
13;Avena tradicional;10717;23292;16/11/2023;
13;Trozos de Maíz desgerminados;10718;BBG 090/23;16/11/2023;
13;Trozos de Maíz desgerminados;10719;151;16/11/2023;
13;Trozos de Maíz desgerminados;10709;HOMA 077;15/11/2023;
13;Trozos de Maíz desgerminados;10697;146;9/11/2023;
13;Azúcar Refinada;10726;171123;21/11/2023;
13;Azucar Comun Tipo A;10727;2/9/2023;21/11/2023;
13;Azucar Comun Tipo A;10728;17/11/2023;21/11/2023;
13;Trozos de Maíz desgerminados;10729;152;22/11/2023;
13;Trozos de Maíz desgerminados;10730;HOMA 077;22/11/2023;
13;Trozos de Maíz desgerminados;10731;BBG091/23;23/11/2023;
13;Coco Rallado;10737;230900-2;24/11/2023;
13;Azucar Comun Tipo A;10738;90223;27/11/2023;
13;Azucar Comun Tipo A;10739;23/5/2023;27/11/2023;
13;Trozos de Maíz desgerminados;10741;BBG092/23;28/11/2023;
13;Azucar Comun Tipo A;10744;181123;29/11/2023;
13;An Caramelo;10745;10350050;29/11/2023;
13;Trozos de Maíz desgerminados;10746;BBG 093/23;29/11/2023;
13;Trozos de Maíz desgerminados;10747;154;29/11/2023;
13;Glucosa;10749;241123;30/11/2023;
13;Trozos de Maíz desgerminados;10750;155;30/11/2023;
13;Trozos de Maíz desgerminados;10755;156;5/12/2023;
13;Trozos de Maíz desgerminados;10754;BBG096/23;6/12/2023;
13;Avena instantánea;10757;32723;6/12/2023;
13;Trozos de Maíz desgerminados;10758;157;6/12/2023;
13;Avena instantánea;10759;32823;6/12/2023;
14;Trozos de Maíz desgerminados;10760;158;7/12/2023;
14;Trozos de Maíz desgerminados;10763;159;7/12/2023;
14;Trozos de Maíz desgerminados;10765;160;11/12/2023;
13;Azúcar Refinada;10766;81223;11/12/2023;
14;Avena tradicional;10767;GRA 82888;11/12/2023;
14;Trozos de Maíz desgerminados;10768;HOMA 077;12/12/2023;
14;Trozos de Maíz desgerminados;10769;161;12/12/2023;
14;Azucar Comun Tipo A;10770;241123;13/12/2023;
14;Trozos de Maíz desgerminados;10772;162;13/12/2023;
14;Trozos de Maíz desgerminados;10775;BBG 098/23;13/12/2023;
14;Azucar Comun Tipo A;10776;2/12/2023;13/12/2023;
14;Lecitina de soja;10762;B550005307;14/12/2023;
14;Azucar Comun Tipo A;10771;241/23;14/12/2023;
14;Trozos de Maíz desgerminados;10761;BBG097/23;14/12/2023;
14;Trozos de Maíz desgerminados;10778;BBG 099/23;14/12/2023;
14;Trozos de Maíz desgerminados;10779;163;14/12/2023;
14;Azucar Comun Tipo A;10780;L231123;18/12/2023;
14;Azucar Comun Tipo A;10784;L231123;19/12/2023;
14;Avena Arrollada Instantánea;10785;GRA 82936;19/12/2023;
14;Avena tradicional;10792;GRA 82935;26/12/2023;
1;Trozos de Maíz desgerminados;10830;HOMA 077;17/1/2024;
1;Crispines Alargados a granel ;10831;30/11/2025;18/1/2024;
1;Coco rallado ;10832;11006 V1 / 001-2600;18/1/2024;
1;Lecitina de soja;10833;B550005307;18/1/2024;
1;Trozos de Maíz desgerminados;10835;HOMA 077;21/1/2024;
1;Trozos de Maíz desgerminados;10836;5;22/1/2024;
1;Azucar Comun Tipo A;10837;L151223;22/1/2024;
1;Trozos de Maíz desgerminados;10839;7;23/1/2024;
1;Trozos de Maíz desgerminados;10840;8;24/1/2024;
1;Laox 300;10842;26141223B4;25/1/2024;
1;Laox 300;10843;26180124B1;25/1/2024;
1;Trozos de Maíz desgerminados;10844;HOMA 077;25/1/2024;
1;Trozos de Maíz desgerminados;10845;10;25/1/2024;
1;Azúcar Refinada;10846;19012024;25/1/2024;
1;Azucar Comun Tipo A;10850;140124;26/1/2024;
1;Trozos de Maíz desgerminados;10853;HOMA 078;29/1/2024;
1;Trozos de Maíz desgerminados;10854;11;29/1/2024;
1;Azucar Comun Tipo A;10855;14/12/2023;29/1/2024;
1;Trozos de Maíz desgerminados;10856;12;30/1/2024;
1;Trozos de Maíz desgerminados;10863;13;31/1/2024;
1;Trozos de Maíz desgerminados;10864;14;1/2/2024;
5;Avena Arrollada Instantánea;10871;GRA 83035;1/2/2024;
1;Azucar Comun Tipo A;10872;151223;2/2/2024;
5;Extracto de Malta en polvo;10874;255937;5/2/2024;
1;Trozos de Maíz desgerminados;10875;15;5/2/2024;
1;Azucar Comun Tipo A;10876;300124;6/2/2024;
2;Trozos de Maíz desgerminados;10877;16;6/2/2024;
1;Trozos de Maíz desgerminados;10878;HOMA 078;6/2/2024;
1;Trozos de Maíz desgerminados;10882;17;7/2/2024;
1;Trozos de Maíz desgerminados;10883;BBG05/24;7/2/2024;
1;Sal Fina;10891;80228;8/2/2024;
4;Glucosa;11065;30424;19/4/2024;
2;Trozos de Maíz desgerminados;10893;BBG 006/24;8/2/2024;
1;Azucar Comun Tipo A;10897;25-26/01/2024;14/2/2024;
2;Trozos de Maíz desgerminados;10902;18;15/2/2024;
1;Glucosa;10901;140224;16/2/2024;
1;Esencia Natural de Caramelo;10903;10350051;16/2/2024;
2;Trozos de Maíz desgerminados;10904;BBG 008/24;18/2/2024;
2;Miel de abejas;10905;10230;19/2/2024;
2;Trozos de Maíz desgerminados;10886;BBG07/24;9/2/2024;
2;Trozos de Maíz desgerminados;10908;HOMA 078;20/2/2024;
2;Azucar Comun Tipo A;10909;250124;21/2/2024;
2;Trozos de Maíz desgerminados;10912;BBG 009/24;21/2/2024;
2;Antioxidante Laox 300;10913;;21/2/2024;
2;Trozos de Maíz desgerminados;10914;19;21/2/2024;
2;Azucar Comun Tipo A;10920;260124;26/2/2024;
2;Trozos de Maíz desgerminados;10925;21;26/2/2024;
2;Azucar Comun Tipo A;10926;260124;27/2/2024;
2;Azucar Comun Tipo A;10927;06-07/02/2024;28/2/2024;
2;Trozos de Maíz desgerminados;10928;22;28/2/2024;
2;Trozos de Maíz desgerminados;10929;HOMA 078;28/2/2024;
2;Avena tradicional;10931;24057;29/2/2024;
2;Trozos de Maíz desgerminados;10935;23;1/3/2024;
2;Trozos de Maíz desgerminados;10936;BBG011/24;1/3/2024;
2;Avena instantánea;109;4724;1/3/2024;
2;Trozos de Maíz desgerminados;10942;5/3/2024;5/3/2024;
2;Trozos de Maíz desgerminados;10940;24;4/3/2024;
2;Azucar Comun Tipo A;10943;25/1/2024;5/3/2024;
2;Lecitina de soja;10945;R560005388;5/3/2024;
2;Trozos de Maíz desgerminados;10950;26;6/3/2024;
2;Avena Arrollada Tradicional;10951;5824;6/3/2024;
2;Trozos de Maíz desgerminados;10954;27;7/3/2024;
2;Avena Arrollada Instantánea;10955;GRA 83229;7/3/2024;
2;Azucar Comun Tipo A;10956;0501/24;12/3/2024;
2;Azucar Comun Tipo A;10960;25-26/01/2024;12/3/2024;
2;Azucar Comun Tipo A;10963;25-26/01/2024;13/3/2024;
3;Trozos de Maíz desgerminados;10965;BBG014/24;14/3/2024;
3;Miel de abejas;10967;10270;14/3/2024;
3;Glucosa;10968;50324;14/3/2024;
3;Avena Arrollada Tradicional;10970;24064;14/3/2024;
3;Trozos de Maíz desgerminados;10971;29;14/3/2024;
3;Trozos de Maíz desgerminados;10972;30;14/3/2024;
3;Trozos de Maíz desgerminados;10973;31;15/3/2024;
3;Trozos de Maíz desgerminados;10974;BBG016/24;15/3/2024;
3;Esencia de Miel ;10978;BU00288383;18/3/2024;
3;Azucar Comun Tipo A;10962;25-26/01/2024;13/3/2024;
3;Azucar Comun Tipo A;10956;050124-1201;12/3/2024;
3;Azucar Comun Tipo A;10960;25-26/01/2024;12/3/2024;
3;Coco rallado ;10979;231160-6;19/3/2024;
3;Arándanos Deshidratados Enteros;10980;6060002624;19/3/2024;
3;Azucar Comun Tipo A;10988;28/12/2023;20/3/2024;
3;Trozos de Maíz desgerminados;10989;32;20/3/2024;
3;Avena Arrollada Instantánea;10992;GRA83231;21/3/2024;
3;Trozos de Maíz desgerminados;10993;33;21/3/2024;
3;Azucar Comun Tipo A;10994;280123;22/3/2024;
3;Extracto de Malta en polvo;10995;261172;22/3/2024;
3;Azucar Comun Tipo A;11001;31/12/2028;25/3/2024;
3;Glucosa;11002;190324;25/3/2024;
3;Trozos de Maíz desgerminados;11004;34;26/3/2024;
3;Trozos de Maíz desgerminados;11007;35;27/3/2024;
3;Trozos de Maíz desgerminados;11008;BBG 018/24;27/3/2024;
3;Miel de abejas;11009;10293;27/3/2024;
3;Coco Rallado;11010;DTC/110-11/12;27/3/2024;
3;Trozos de Maíz desgerminados;11012;HOMA 078;28/3/2024;
3;Azucar Comun Tipo A;11013;24-27/03/2024;3/4/2024;
3;Trozos de Maíz desgerminados;11015;36;3/4/2024;
3;Azucar Comun Tipo A;11016;31/12/2023;3/4/2024;
3;Trozos de Maíz desgerminados;11018;37;4/4/2024;
4;Trozos de Maíz desgerminados;11019;BBG 019/24;4/4/2024;
4;Trozos de Maíz desgerminados;11031;39;9/4/2024;
3;Azucar Comun Tipo A;11032;28-31/12/2023;9/4/2024;
4;Trozos de Maíz desgerminados;11033;38;9/4/2024;
4;Trozos de Maíz desgerminados;11036;40;10/4/2024;
4;Trozos de Maíz desgerminados;11037;BBG020/24;10/4/2024;
4;Esencia de Natural de caramelo;11038;10350052;10/4/2024;
4;Avena Arrollada Tradicional;11039;13/24-TRA;10/4/2024;
3;Azucar Comun Tipo A;11041;311223;11/4/2024;
4;Avena instantánea;11040;8524;10/4/2024;
4;Trozos de Maíz desgerminados;11041;BBG021/24;12/4/2024;
4;Trozos de Maíz desgerminados;11044;41;12/4/2024;
4;Sal Fina;11052;5/4/2029;15/4/2024;
4;Lecitina de Soja en Polvo;11054;R560005388;16/4/2024;
4;Trozos de Maíz desgerminados;11055;43;16/4/2024;
4;Azúcar Refinada;11056;2042024;16/4/2024;
4;Arándanos Deshidratados;11059;606002624;17/4/2024;
4;Ciruela en cubos;11058;84108824;17/4/2024;
4;Coco Rallado;11060;DTC/110-11/12;17/4/2024;
4;Trozos de Maíz desgerminados;11061;HOMA 078/79;17/4/2024;
4;Avena instantánea;11062;15/24- INS;17/4/2024;
4;Trozos de Maíz desgerminados;Interlaboratorio;M1;18/4/2024;
4;Trozos de Maíz desgerminados;Interlaboratorio;M2;18/4/2024;
4;Azucar Comun Tipo A;11064;281223;19/4/2024;
5;Glucosa;11065;30424;19/4/2024;
5;Miel de abejas;11066;10334/10339;19/4/2024;
4;Azucar Comun Tipo A;11069;60424;22/4/2024;
4;Avena Arrollada Tradicional;11071;15/24-TRA;22/4/2024;
4;Trozos de Maíz desgerminados;11073;46;23/4/2024;
4;Arándanos Deshidratados Enteros;11075;6060002624;23/4/2024;
5;Almendras Enteras con Piel;11076;17419/2024;23/4/2024;
5;Trozos de Maíz desgerminados;11077;BBG 024/24;23/4/2024;
4;Azucar Comun Tipo A;11078;5/4/2024;24/4/2024;
5;Trozos de Maíz desgerminados;11080;HOMA 079;25/4/2024;
4;Trozos de Maíz desgerminados;11081;47;25/4/2024;
5;Trozos de Maíz desgerminados;11084;48;26/4/2024;
4;Extracto de Malta en polvo;11086;261172;29/4/2024;
5;Trozos de Maíz desgerminados;11085;49;29/4/2024;
5;Avena Arrollada Tradicional;11095;GRA 83342;30/4/2024;
4;Trozos de Maíz desgerminados;11097;BBG 025/24;5/5/2024;
4;Avena Arrollada Instantánea;11098;GRA 83341;5/5/2024;
4;Azúcar Refinada;11100;29042024;6/5/2024;
4;Azucar Comun Tipo A;11101;6/2/2024;6/5/2024;
4;Azucar Comun Tipo A;11102;L050424;7/5/2024;
5;Trozos de Maíz desgerminados;11104;51;8/5/2024;
5;Trozos de Maíz desgerminados;11107;52;8/5/2024;
5;Trozos de Maíz desgerminados;11106;homa079;8/5/2024;
5;Trozos de Maíz desgerminados;11099;50;6/5/2024;
5;Trozos de Maíz desgerminados;11112;53;10/5/2024;
5;Coco rallado;11113;DTC/110-11/22;10/5/2024;
5;Avena instantánea;11115;11624;13/5/2024;
5;Avena tradicional;11122;24127;14/5/2024;
5;Glucosa;11123;20524;14/5/2024;
5;Miel de abejas;11124;10383;14/5/2024;
5;Antioxidante Laox 300;11127;26070524B1;15/5/2024;
5;Arándanos Deshidratados Enteros;11129;6060002724;16/5/2024;
5;Frutilla deshidratada;11130;5950012724;16/5/2024;
5;Ciruela Deshidratada;11131;961012424;16/5/2024;
5;Avena instantánea;11133;12824;20/5/2024;
5;Extracto de Malta en polvo;11134;2,35E+11;21/5/2024;
5;Avena tradicional;11136;GRA833343;22/50/2024;
5;Lecitina de Soja en Polvo;11137;R560005388;28/5/2024;
5;Azucar Comun Tipo A;11140;8/5/2024;29/5/2024;
5;Trozos de Maíz desgerminados;11142;BBG 029/24;30/5/2024;
5;Avena tradicional;11144;13824;31/5/2024;
5;Avena instantánea;11145;20/24-INS;3/4/2024;
5;Trozos de Maíz desgerminados;11149;56;4/6/2024;
5;Azúcar Refinada;11150;21052024;4/6/2024;
5;Esencia de caramelo;11151;1035001;6/6/2024;
6;Trozos de Maíz desgerminados;11152;HOMA 079/080;6/6/2024;
5;Trozos de Maíz desgerminados;11153;57;7/6/2024;
5;Azucar Comun Tipo A;11158;140624;18/6/2024;
5;Trozos de Maíz desgerminados;11161;60;19/6/2024;
5;Azucar Comun Tipo A;11163;80524;24/6/2024;
5;Glucosa;11164;310524;24/6/2024;
5;Coco Rallado;11165;DTC/22/3;24/6/2024;
5;Azucar Comun Tipo A;11168;190624;25/6/2024;
6;Trozos de Maíz desgerminados;11170;HOMA 080;25/6/2024;
6;Trozos de Maíz desgerminados;11171;61;26/6/2024;
5;Ciruela Deshidratada;11172;85115224;26/6/2024;
5;Frutilla deshidratada;11173;5890015524;26/6/2024;
6;Azucar Comun Tipo A;11179;301123/260424;1/7/2024;
6;Trozos de Maíz desgerminados;11177;62;27/6/2024;
6;Azucar Comun Tipo A;11176;08-09/05/2024;26/6/2024;
6;Trozos de Maíz desgerminados;11180;64;1/7/2024;
6;Trozos de Maíz desgerminados;11182;63;1/7/2024;
6;Avena Arrollada Tradicional;11183;24158;2/7/2024;
6;Miel de abejas;11184;10460;2/7/2024;
6;Glucosa;11185;270624;2/7/2024;
6;AN Caramelo;11189;10350001;2/7/2024;
6;Trozos de Maíz desgerminados;11190;BBG 035/24;2/7/2024;
6;Trozos de Maíz desgerminados;11191;65;22/6/2024;
6;Trozos de Maíz desgerminados;11192;65;4/7/2024;
6;Coco Rallado;11193;DTC/22/3;4/7/2024;
6;Almendras Enteras con Piel;11194;18187/2024;4/7/2024;
6;Trozos de Maíz desgerminados;11199;HOMA 080;8/7/2024;
6;Trozos de Maíz desgerminados;11201;68;8/7/2024;
6;Azúcar Refinada;11202;5072024;8/7/2024;
6;Azucar Comun Tipo A;11204;8/5/2024;10/7/2024;
6;Avena tradicional;11205;25/24-TRA;10/7/2024;
6;Trozos de Maíz desgerminados;11207;70;11/7/2024;
6;Avena instantánea;11209;25/24-INS;11/7/2024;
6;Avena tradicional;11210;41631;11/7/2024;
6;Trozos de Maíz desgerminados;11212;BBG038/24;11/7/2024;
6;Trozos de Maíz desgerminados;11220;72;15/7/2024;
6;Esencia de Miel Liquida;11221;20690;15/7/2024;
6;Coco Rallado;11224;240660-4;16/7/2024;
6;Miel de abejas;11226;10478;17/7/2024;
7;Trozos de Maíz desgerminados;11230;73;17/7/2024;
6;Avena tradicional;11231;19124;18/7/2024;
6;Avena instantánea;11232;18524;19/7/2024;
6;Trozos de Maíz desgerminados;11238;74;23/7/2024;
6;Avena Arrollada Tradicional;11241;GRA83511;24/7/2024;
7;Trozos de Maíz desgerminados;11242;75;25/7/2024;
7;Trozos de Maíz desgerminados;11245;76;25/7/2024;
7;Avena Arrollada Tradicional;11246;24194;26/7/2024;
