Caja Nº;Materia Prima;Trazabilidad;Lote;Fecha de Ingreso;Observaciones
10;Azucar Comun Tipo A;12319;17102025;20/10/2025;
10;Coco rallado;12328;101-1300;21/10/2025;
11;Trozos de Maíz desgerminados;12334;BBG 063/25;22/10/2025;
11;Trozos de Maíz desgerminados;12335;HOMA 087;23/10/2025;
11;Avena tradicional;12336;25288;23/10/2025;
11;Trozos de Maíz desgerminados;12327;113;21/10/2025;
11;Semilla de sesamo;12311;PIL1/25;15/10/2025;
11;Almendras enteras con piel;12320;22060/2025;20/10/2025;
11;Coco en escamas;12338;DCC-0625-PI097;24/410/2025;
11;Trozos de Maíz desgerminados;12340;HOMA 087;27/10/2025;
11;Trozos de Maíz desgerminados;12347;115;28/10/2025;
11;Trozos de Maíz desgerminados;12349;117;29/10/2025;
11;Azucar Comun Tipo A;12350;281025;30/10/2025;
11;Trozos de Maíz desgerminados;12354;BBG065/25;31/10/2025;
11;Trozos de Maíz desgerminados;12356;HOMA 087;3/11/2025;
11;Trozos de Maíz desgerminados;12357;119;4/11/2025;
11;Trozos de Maíz desgerminados;12360;HOMA 087;5/11/2025;
11;Azucar Comun Tipo A;12363;13-14/10/2025;6/11/2025;
11;Trozos de Maíz desgerminados;12364;122;6/11/2025;
11;Azucar Comun Tipo A;12370;24092030;7/11/2025;
11;Trozos de Maíz desgerminados;12371;123;10/11/2025;
11;Trozos de Maíz desgerminados;12394;BBG067/25;12/11/2025;
11;Avena instantánea;12388;44/25- INS;13/11/2025;
11;Avena tradicional;12389;53041/53151;13/11/2025;
11;Trozos de Maíz desgerminados;12392;HOMA 087;14/11/2025;
11;Azucar Comun Tipo A;12394;31/10/2025;17/11/2025;
11;Trozos de Maíz desgerminados;12395;128;17/11/2025;
11;Azucar Comun Tipo A;12399;61125;18/11/2025;
12;Trozos de Maíz desgerminados;12401;129;18/11/2025;
12;Coco rallado;12403;101-1300;19/11/2025;
12;Azucar Comun Tipo A;12408;99;19/11/2025;
12;Trozos de Maíz desgerminados;12409;BBG069/25;20/11/2025;
12;Azucar Comun Tipo A;12415;21112025;25/11/2025;
12;Avena instantánea;12419;31/25;26/11/2025;
12;Trozos de Maíz desgerminados;12420;132;26/11/2025;
12;Glucosa;12421;111125;26/11/2025;
12;Trozos de Maíz desgerminados;12428;071/25;27/11/2025;
12; Arandanos entrozos;12429;6880032425;27/11/2025;
12;Lecitina de soja en polvo;12437;R560005630;2/12/2025;
12;Trozos de Maíz desgerminados;12436;133;2/12/2025;
12;Azucar Comun Tipo A;12445;1122025;3/12/2025;
12;Trozos de Maíz desgerminados;12443; homa 087;3/12/2025;
12;Trozos de Maíz desgerminados;12457;HOMA 087;9/12/2025;
12;Azucar Comun Tipo A;12458;26-27/09/2025;10/12/2025;
12;esencia de caramelo;12459;10350012;10/12/2025;
12;Trozos de Maíz desgerminados;12464;136;11/12/2025;
12;Coco Rallado;12465;DTC86/25;11/12/2025;
12;Avena tradicional;12478;N53461/53451;16/12/2025;
13;Trozos de Maíz desgerminados;12488;137;17/12/20225;
13;Trozos de Maíz desgerminados;12491;HOMA 087;18/12/2025;
13;Avena;12496;GRA85809;19/15/2025;
13;Trozos de Maíz desgerminados;12498;141;22/12/2025;
13;Trozos de Maíz desgerminados;12502;HOMA 088;23/12/2025;
13;Azucar Comun Tipo A;12510;L051025;29/12/2025;
1;Trozos de Maíz desgerminados;12527;HOMA 088;5/1/2026;
1;Trozos de Maíz desgerminados;12529;HOMA 088;7/1/2026;
1;Lecitina de soja en polvo;12536;R560005631;9/1/2026;
1;Trozos de Maíz desgerminados;12537;BBG 078/25;9/1/2026;
1;Azucar Comun Tipo A;12538;L270925;12/1/2026;
1;Coco;12541;101-1300;14/1/2026;
1;Avena tradicional;12551;36525;16/1/2026;
2;Azucar Comun Tipo A;12555;L191225;19/1/2026;
2;Trozos de Maíz desgerminados;12502;HOMA 088;23/12/2025;
2;Trozos de Maíz desgerminados;12530;1;7/1/2026;
2;Trozos de Maíz desgerminados;12550;BBG 80/25;16/1/2026;
2;Trozos de Maíz desgerminados;12498;191;22/12/2025;
2;Trozos de Maíz desgerminados;12546;HOMA088;15/1/2026;
2;Trozos de Maíz desgerminados;12546;4;14/1/2026;
2;Trozos de Maíz desgerminados;12547;BBG 079/25;15/1/2026;
2;Trozos de Maíz desgerminados;12557;6;19/1/2026;
2;Azucar Comun Tipo A;12555;L191225;19/1/2026;
2;Azucar Comun Tipo A;12558;16012026;19/1/2026;
2;Trozos de Maíz desgerminados;12563;5;19/1/2026;
2;Avena tradicional;12565;60121;20/1/2026;
2;miel;12570;13/1/1931;21/1/2026;
2;Glucosa;12571;171225;21/1/2026;
2;Trozos de Maíz desgerminados;12576;HOMA 088;22/1/2026;
2;Trozos de Maíz desgerminados;12580;5;22/1/2026;
2;Trozos de Maíz desgerminados;12582;BBG 002/26;23/1/2026;
2;Trozos de Maíz desgerminados;12581;BBG 001/26;22/1/2026;
2;Azucar Comun Tipo A;12586;210126;26/1/2026;
2;Azucar Comun Tipo A;12588;210126;26/1/2026;
2;Almendras enteras;12602;25000091;30/1/2026;
2;Avena instantánea;12603;04-26-INS;2/2/2026;
2;Azucar Comun Tipo A;12622;L191225;11/2/2026;
2;Azucar Comun Tipo A;12625;L140;13/2/2026;
2;Azucar Comun Tipo A;12626;1122026;13/2/2026;
2;Azucar Comun Tipo A;12629;L140925;18/2/2026;
2;Azucar Comun Tipo A;12630;L150925;18/2/2026;
2;Trozos de Maíz desgerminados;12639;16;23/2/2026;
3;Trozos de Maíz desgerminados;12643;HOMA 089;24/2/2026;
3;Trozos de Maíz desgerminados;12647;BBG010/26;26/2/2026;
3;Trozos de Maíz desgerminados;12648;BBG010/26;26/2/2026;
3;AN Caramelo;12649;10350013;26/2/2026;
3;Trozos de Maíz desgerminados;12656;HOMA 089;2/3/2026;
3;Azucar Comun Tipo A;12657;61125;2/3/2026;
3;Trozos de Maíz desgerminados;12663;22;3/3/2026;
3;Trozos de Maíz desgerminados;12665;24;4/3/2026;
